graph,n,original_edges,spanner_edges,k,stretch,selected_edges,edge_reduction_percent,original_weight,spanner_weight,mst_weight,max_stretch,stretch_violations,runtime_ms,weight_over_mst,allowed_stretch,stretch_utilization,general_size_bound,general_size_bound_ratio,planar_size_bound,planar_size_bound_ratio,family,spanner_edges_over_original,theoretical_general_size_bound,spanner_edges_over_general_bound,spanner_edges_over_planar_bound
repeat_medium_n80_extra240_rep3_seed802,80,319,79,5,9.0,79,75.23511,16424.0,1243.0,1243.0,6.724138,0,1,1.0,9.0,0.747126,192.179909,0.411073,,,random_medium,0.2476489028213166,192.179909,0.411073,
repeat_medium_n80_extra240_rep4_seed803,80,319,213,1,1.0,213,33.22884,16582.0,8632.0,1335.0,1.0,0,3,6.465918,1.0,1.0,6400.0,0.033281,,,random_medium,0.6677115987460815,6400.0,0.033281,
repeat_medium_n80_extra240_rep4_seed803,80,319,95,2,3.0,95,70.219436,16582.0,1868.0,1335.0,2.959184,0,2,1.399251,3.0,0.986395,715.541753,0.132767,,,random_medium,0.29780564263322884,715.541753,0.132767,
repeat_medium_n80_extra240_rep4_seed803,80,319,82,3,5.0,82,74.294671,16582.0,1430.0,1335.0,4.6,0,2,1.071161,5.0,0.92,344.70955,0.237881,,,random_medium,0.25705329153605017,344.70955,0.237881,
repeat_medium_n80_extra240_rep4_seed803,80,319,79,4,7.0,79,75.23511,16582.0,1335.0,1335.0,6.541667,0,1,1.0,7.0,0.934524,239.255805,0.330191,,,random_medium,0.2476489028213166,239.255805,0.330191,
repeat_medium_n80_extra240_rep4_seed803,80,319,79,5,9.0,79,75.23511,16582.0,1335.0,1335.0,6.541667,0,1,1.0,9.0,0.726852,192.179909,0.411073,,,random_medium,0.2476489028213166,192.179909,0.411073,
repeat_medium_n80_extra240_rep5_seed804,80,319,213,1,1.0,213,33.22884,16010.0,7943.0,1244.0,1.0,0,2,6.385048,1.0,1.0,6400.0,0.033281,,,random_medium,0.6677115987460815,6400.0,0.033281,
repeat_medium_n80_extra240_rep5_seed804,80,319,93,2,3.0,93,70.846395,16010.0,1639.0,1244.0,3.0,0,1,1.317524,3.0,1.0,715.541753,0.129971,,,random_medium,0.29153605015673983,715.541753,0.129971,
repeat_medium_n80_extra240_rep5_seed804,80,319,82,3,5.0,82,74.294671,16010.0,1315.0,1244.0,4.181818,0,2,1.057074,5.0,0.836364,344.70955,0.237881,,,random_medium,0.25705329153605017,344.70955,0.237881,
repeat_medium_n80_extra240_rep5_seed804,80,319,81,4,7.0,81,74.60815,16010.0,1284.0,1244.0,4.69697,0,1,1.032154,7.0,0.670996,239.255805,0.33855,,,random_medium,0.25391849529780564,239.255805,0.33855,
repeat_medium_n80_extra240_rep5_seed804,80,319,79,5,9.0,79,75.23511,16010.0,1244.0,1244.0,7.714286,0,1,1.0,9.0,0.857143,192.179909,0.411073,,,random_medium,0.2476489028213166,192.179909,0.411073,
repeat_medium_n100_extra300_rep1_seed900,100,399,294,1,1.0,294,26.315789,20117.0,11974.0,1617.0,1.0,0,4,7.405071,1.0,1.0,10000.0,0.0294,,,random_medium,0.7368421052631579,10000.0,0.0294,
repeat_medium_n100_extra300_rep1_seed900,100,399,123,2,3.0,123,69.172932,20117.0,2342.0,1617.0,3.0,0,4,1.448361,3.0,1.0,1000.0,0.123,,,random_medium,0.3082706766917293,1000.0,0.123,
repeat_medium_n100_extra300_rep1_seed900,100,399,107,3,5.0,107,73.182957,20117.0,1825.0,1617.0,4.641026,0,2,1.128633,5.0,0.928205,464.158883,0.230525,,,random_medium,0.2681704260651629,464.158883,0.230525,
repeat_medium_n100_extra300_rep1_seed900,100,399,102,4,7.0,102,74.43609,20117.0,1700.0,1617.0,6.592593,0,2,1.05133,7.0,0.941799,316.227766,0.322552,,,random_medium,0.2556390977443609,316.227766,0.322552,
repeat_medium_n100_extra300_rep1_seed900,100,399,99,5,9.0,99,75.18797,20117.0,1617.0,1617.0,8.40625,0,3,1.0,9.0,0.934028,251.188643,0.394126,,,random_medium,0.24812030075187969,251.188643,0.394126,
repeat_medium_n100_extra300_rep2_seed901,100,399,251,1,1.0,251,37.092732,21477.0,9848.0,1536.0,1.0,0,4,6.411458,1.0,1.0,10000.0,0.0251,,,random_medium,0.6290726817042607,10000.0,0.0251,
repeat_medium_n100_extra300_rep2_seed901,100,399,117,2,3.0,117,70.676692,21477.0,2115.0,1536.0,2.846154,0,3,1.376953,3.0,0.948718,1000.0,0.117,,,random_medium,0.2932330827067669,1000.0,0.117,
repeat_medium_n100_extra300_rep2_seed901,100,399,104,3,5.0,104,73.934837,21477.0,1680.0,1536.0,4.941176,0,2,1.09375,5.0,0.988235,464.158883,0.224061,,,random_medium,0.2606516290726817,464.158883,0.224061,
repeat_medium_n100_extra300_rep2_seed901,100,399,101,4,7.0,101,74.686717,21477.0,1588.0,1536.0,5.268293,0,2,1.033854,7.0,0.752613,316.227766,0.31939,,,random_medium,0.2531328320802005,316.227766,0.31939,
repeat_medium_n100_extra300_rep2_seed901,100,399,100,5,9.0,100,74.937343,21477.0,1563.0,1536.0,7.4,0,2,1.017578,9.0,0.822222,251.188643,0.398107,,,random_medium,0.2506265664160401,251.188643,0.398107,
repeat_medium_n100_extra300_rep3_seed902,100,399,235,1,1.0,235,41.102757,18609.0,6806.0,1267.0,1.0,0,4,5.371744,1.0,1.0,10000.0,0.0235,,,random_medium,0.5889724310776943,10000.0,0.0235,
repeat_medium_n100_extra300_rep3_seed902,100,399,118,2,3.0,118,70.426065,18609.0,1700.0,1267.0,3.0,0,4,1.341752,3.0,1.0,1000.0,0.118,,,random_medium,0.2957393483709273,1000.0,0.118,
repeat_medium_n100_extra300_rep3_seed902,100,399,101,3,5.0,101,74.686717,18609.0,1295.0,1267.0,5.0,0,2,1.022099,5.0,1.0,464.158883,0.217598,,,random_medium,0.2531328320802005,464.158883,0.217598,
repeat_medium_n100_extra300_rep3_seed902,100,399,99,4,7.0,99,75.18797,18609.0,1267.0,1267.0,6.5,0,3,1.0,7.0,0.928571,316.227766,0.313065,,,random_medium,0.24812030075187969,316.227766,0.313065,
repeat_medium_n100_extra300_rep3_seed902,100,399,99,5,9.0,99,75.18797,18609.0,1267.0,1267.0,6.5,0,2,1.0,9.0,0.722222,251.188643,0.394126,,,random_medium,0.24812030075187969,251.188643,0.394126,
